岗位名称,区位,薪资,工作经验,学历,关键词1,关键词2,关键词3,企业名称,企业类别,企业规模,岗位要求,更新时间
智驾技术部_自动驾驶场景生成AI算法工程师,北京·海淀区·西北旺,28-45K·16薪,1-3年,本科,C/C++,Python,TensorFlow/PyTorch,百度,互联网,10000人以上,"工作职责
-通过主动学习等方法挖掘高质量数据，并通过生成式模型生成高质量数据集
-打通仿真数据到测试研发数据全链路
-负责生成式AI算法的研发调试、和测试等工作
-完成相关算法研发和效果验证
任职资格
-具备较好的编程能力，熟练掌握Python/C++编程语言，有Linux平台下开发经验，包括具有使用机器学习库例如TensorFlow、PyTorch的经验
-熟悉NLP、CV等相关技术，熟悉Transformer等深度学习算法，在NLP和CV方面有一定积累沉淀，有一定的多模态相关背景，较强的算法实现能力，熟悉多模态常用算法
-具备深度预训练模型经验者优先。有多模态、NLP、CV、视频/音频算法相关领域经验者优先；对LLM、多模态学习有深入理解和实践，有预训练、可控内容生成方向经验者优先
-有生成模型GAN、VAE、diffusion等工程项目为加分项；有AIGC相关经验者为加分项；有NLP/CV/ML顶会发表经验者（ACL/EMNLP/CVPR/ICCV/NeurIPS等）为加分项
-具备良好的逻辑思维能力、沟通协作能力、自我学习能力，保持对事物的好奇心。态度积极向上，有责任心",更新于：2023-12-22
ai算法研究员,北京,40-70K·16薪,经验不限,本科,搜索/推荐,机器学习算法/工程化经验,深度学习经验,某知名互联网公司,互联网,,"职位描述
工作职责：
1. 挖掘海量的金融数据，在特征提取、价格预测、组合优化等不同的应用场景实践你的机器学习算法；
2. AI前瞻领域预研与实验；
任职要求：
1. 熟悉任一机器学习分支领域（如统计学习，深度学习，强化学习，组合优化或其他相关前沿技术等）
2. 对量化行业感兴趣，并且有较强的工程实现能力
3. 计算机、数学、统计学或相关专业硕士或博士学位
4. 熟悉C++/Python/Go等一种或多种语言，扎实代码功底和实战能力
5. 熟悉至少一种深度学习框架：TF，pytorch等
PS：不要求金融背景，公司打造的研究框架让你可以迅速上手并专注于机器学习的应用
如果你有以下经历 ，将大大加分：
ACM/ICPC/NOIP/NOI等赛事获奖选手；
在计算机顶会或者顶刊有论文发表；
有中型以上规模的机器学习算法应用调优经验，如搜索/推荐/广告/图像；",更新于：2023-12-22
AI算法研究员 - 梧桐计划,北京,40-60K·15薪,经验不限,本科,无明显侧重,,,某500强上市公司,基金,100-499人,"只看清北和QS20背景！！！
梧桐计划面向全球优秀的本硕博应届毕业生，我们将通过最硬核烧脑的笔试、面试，选拔出最具极客精神的量化新星，并发出“梧桐计划”专属Special offer。
工作职责：
利用公司强大的计算资源，挖掘海量的金融数据，在特征提取、价格预测、组合优化等不同的应用场景实践你的机器学习算法。
任职要求：
熟悉任一机器学习分支领域（如统计学习、深度学习、强化学习、组合优化）；
对量化行业感兴趣，并且有较强的工程实现能力；
计算机、数学、统计学或相关专业硕士或博士学位；
熟悉C++/Python/Go等一种或多种语言，扎实代码功底和实战能力；
熟悉至少一种深度学习框架：TF、PyTorch等。
加分项：
有ACM-ICPC/NOIP/NOI等赛事获奖经历/在计算机顶会或者顶刊有论文发表；
有中型以上规模的机器学习算法应用调优经验，如搜索/推荐/广告/图像。
说明：
不要求有金融背景，公司打造的研究框架让你可以迅速上手并专注于机器学习的应用。
算法天才少年，知识图谱/搜广推/NLP/CV/机器学习/强化学习/深度学习，方向都可
C9以上，清北藤校优先，本硕博。
加分项：其他互联网大厂或者top量化公司的同量级offer，如华为天才少年、阿里星、腾讯大咖、美团北斗、快star等。
加分项：互联网大厂核心部门核心项目的实习，或者顶刊顶会，计算机专业顶会5-6篇；数学/物理专业1-2篇；
加分项：ACM、奥赛：数学/物理/信息学，全国级金牌/银牌以上",更新于：2023-12-21
AI Agent算法工程师,北京·东城区·王府井,50-80K·13薪,经验不限,本科,大模型算法,强化学习,Python,昆仑天工,互联网,500-999人,"岗位职责：
1. 跟进工业界/学术界最新的大模型动态，特别是AI Agent方面的最新研究成果；
2. 参与前沿技术的技术研究和时间，对算法进行优化改进，提升系统的稳定性和性能；
3.和跨职能团队合作，包括产品、开发团队，确保按时交付高质量的Agent产品解决方案。
任职要求：
1. 统招本科及以上学历，计算机及相关专业，有较强的工程能力；
2. 有较强的自我驱动能力，能快速推进新任务的完成；
3.熟悉Agent技术领域最新的研究成果，有实际项目落地经验着优先。",更新于：2023-12-22
人工智能算法工程师 24年毕业解决北京户口,北京·朝阳区·国贸,15-25K,经验不限,本科,人工智能算法,,,北京烽火万家,通信/网络设备,100-499人,"岗位职责：
1. 根据业务实际需求，选择或设计相应的机器学习或深度学习的算法；
2. 对算法模型进行训练、评估和优化，例如迁移学习、参数优化等；
3. 负责模型所需数据、图片的收集；
4. 对模型进行工程化实现，与项目整体系统做集成。
岗位要求：
1.本科及以上学历，计算机、通信、数学等相关专业；
2.熟练掌握信号与系统基本理论和分析方法；
3.熟练掌握C/C++/MATLAB/Python；
4.有责任心，乐于学习并具有团队合作精神，及良好的沟通能力。",更新于：2023-12-22
ai算法工程师,北京·海淀区·学院路,15-25K,1-3年,本科,Python,Java,,集异璧科技,计算机服务,20-99人,"岗位职责
1.与算法(模型)工程师协作，完成预训练模型，NLP等相关算法服务封装和架构开发
2.负责相关算法服务程序的架构和性能优化
3.负责相关算法服务程序的线上监控和问题解决
4.负责其他服务开发
任职要求:
1.硕士及以上学历，熟悉常用数据结构和算法，了解常用机器学习算法和深度学习算法
2.熟练使用 Python 语言和相关深度学习库
3.有高性能服务程序设计、实现、优化经验优先，有 ACM 等相关竞赛经验优先
4.善于协作沟通，对程序质量有较强的责任心",更新于：2023-12-22
AI算法工程师-nlp方向,北京·海淀区·上地,25-40K·15薪,1-3年,硕士,TensorFlow/PyTorch,,,小白羽,移动互联网,100-499人,"岗位职责
设计和实现自然语言处理算法，包括文本分类、信息提取、情感分析、机器翻译等；
运用深度学习和传统机器学习技术，对大规模文本数据进行处理；
开发和调试基于PyTorch、TensorFlow等框架的NLP模型；
研究和实现基于ChatGPT、LLM等模型的文本生成算法；
分析和优化算法性能，提高算法的效率和准确性；
与团队成员紧密合作，协同完成项目。
岗位要求
1，计算机科学、人工智能、数学、统计学等相关专业的硕士以上学位；
2，有1-3年NLP领域相关经验，精通文本分类、信息提取、情感分析、机器翻译等算法；
3，熟练掌握Python语言，熟悉PyTorch、TensorFlow等深度学习框架；
4，有ChatGPT、LLM等模型开发经验，对NLP领域最新技术有深入了解；
5，熟练掌握常用的数据结构和算法；
6，具备良好的沟通能力和团队合作精神。
加分项
发表过相关领域的论文；
有良好的英语阅读和撰写能力；
有工业界经验，能够快速适应团队的开发环境和工作流程；
对于自然语言处理领域的未来发展有深入的认识和思考。",更新于：2023-12-22
AI算法工程师（NLP方向）（央企正编）,北京,40-50K,经验不限,硕士,AIGC,chatGPT,知识图谱,某通信公司,通信/网络设备,,AIGC，chatGPT，知识图谱，将同一副影像中的AI告警事件进行归并整合、告警压制、告警升级等处理。,更新于：2023-12-22
AI算法工程师(CV方向),北京,70-100K,经验不限,本科,深度学习,图像算法,C/C++,某大型企业服务公司,企业服务,100-499人,"985 211 大厂优先
岗位职责
1. 负责人脸识别和肢体检测相关算法的持续优化迭代；
2. 了解跟进AI/CV技术进展，推动CV算法在实际应用场景中落地。
任职要求
1. 统招本科及以上学历，计算机、数学、自动化等相关专业；
2. 具有扎实的图像处理和机器学习优化算法基础，有目标检测、关键点检测等方向项目落地经验，有模型部署相关经验；
3. 具有良好的计算机基础和编程能力，熟练使用Python语言，熟悉PyTorch/TensorFlow等深度学习框架，熟悉C/C++，有Linux平台下的开发经验；
4. 具有优秀的分析问题和解决问题的能力，具有良好的沟通能力和团队协作能力。",更新于：2023-12-22
ai算法,北京·朝阳区·望京,30-60K·13薪,经验不限,本科,大模型算法,Python,参加算法相关竞赛/获奖,北京有信必达科技,计算机软件,,"职位描述:
1、利用 NLP 技术在大量文本中进行数据挖掘及文本处理，包括文本相关性模型、命名实体识别等
2、承担预训练模型的训练、开发和调优工作,包括但不限于:prompt 设计、大模型 finetuning、大模型训练
3、紧跟前沿多模态生成技术，解决实际应用场景中的内容生成问题
4、负责对话系统平台搭建和研发工作
5、负责业内先进的语音合成算法研究，探索个性化TTS、情感化TTS、风格化TTS等前沿技术
职位要求:
1、计算机相关专业硕士、博士或者优秀本科
2、熟练掌握 Python/C++/Java 中至少一门语言，熟练掌握 tensorlow/pytorch/keras 等深度学习框架
3、熟悉 BERT系列以及GPT 系列等预训练模型，熟悉 Transformer 等深度学习模型，熟悉主流文本生成的原理和方法，有结合业务的落地经验者优先
4、熟悉vits系列模型、Edge-TTS、Bert-vits2、声码器、fastspeech等模型或者开源库
5、过往有参与过大型对话系统、大横型训练和部罢经验者优先
6、有 ACL、EMNLP、ICLR 等会议论文发表者优先
7、良好的自驱力，较强的团队合作精神",更新于：2023-12-22
